"doc_id","company","funding_rounds","revenue","growth_total","growth_multiple","business_model_text","tweet_volume","score_100","pop_scale"
"83097a0e1641e8eda5b5ac717e5be1dd","mediatrust",21000000,98100000,77100000,4.67,"MediaTrust offers a diverse set of digital marketing services for advertisers using affiliate Web page publishers. The company's proprietary cost-per-action platform supports campaigns using display advertising, paid search, social media, and e-mail.",6,50,300
"83097a0e1641e8eda5b5ac717ec30725","mtbc",0,25900000,25900000,,"Offers a suite of fully-integrated, end-to-end services which help physicians and practices simplify every step of the practice management process, from the initial scheduling of an appointment to the billing and remittance tasks.",9,33.33,300
"08ea75d0b39da8eeca1e9129c78bc387","standing-dog",0,8200000,8200000,,"Provides Internet marketing services and develops websites primarily for hotels and resorts. Major clients include Marriott, Event Cinemas, Omni Hotels, Miraval Resort.",22,13.64,300
"08ea75d0b39da8eeca1e9129c7bd03dc","surveygizmo",0,3300000,3300000,,"Makes software that market research firms and companies of all sizes use to create online surveys, questionnaires and forms, allowing capture and analysis of essential business data.",8,37.5,300
"5fae06029bbe793553b81c6acaa1ceeb","arxan-technologies",13000000,5400000,-7600000,0.42,"Helps customers stop software piracy.",2,100,200
"5fae06029bbe793553b81c6acad7e70b","balihoo",17500000,20300000,2800000,1.16,"Offers Web-based marketing automation software and services to national brands with local marketing needs, enabling them to dramatically reduce their marketing expenses and immediately increase local sales revenue.",30,6.67,200
"5fae06029bbe793553b81c6acae2c52f","bayru",0,7300000,7300000,,"Operates a cross-border shopping site that sells products from the United States to consumers in Russia and the Commonwealth of Independent States.",2,100,200
"4b9962595d7ff850d591b39c0059ca62","element-payment-services",0,53500000,53500000,,"Provides a payment processing platform to merchants and business management software providers that is easy to integrate, supports advanced technologies, and manages more than $6 billion in transaction volume annually.",3,66.67,200
"bb00443be334273f59d3ef19d177141c","greenleaf-book-group",0,9000000,9000000,,"Produces, markets, and distributes self-published books in many genres. It also distributes select titles from small and independent publishers to major trade outlets, libraries, and airport retailers.",4,50,200
"e054627bc6b1f1d8cb812cce42595f1a","one-source-talent",0,23400000,23400000,,"Assists models, actors and other specially talented individuals in entering the entertainment industry while providing a medium for casting directors, clients and agencies to locate talent",39,5.13,200
"e054627bc6b1f1d8cb812cce4270c5f8","opticsplanet",0,237800000,237800000,,"Sells a wide selection of optical products such as microscopes, radar guns, binoculars, and GPS equipment, for the educational, scientific, outdoor, military and consumer markets.",8,25,200
"e054627bc6b1f1d8cb812cce4274ec89","orange-legal-technologies",0,5300000,5300000,,"Performs electronic discovery, litigation support, business audits and internal investigation services for law firms and corporations.",30,6.67,200
"08ea75d0b39da8eeca1e9129c7eced13","techcfo",0,8100000,8100000,,"Provides executive level strategy and business planning, financial operations, governance and investor relations, capital raising, transaction support and specialty services.",8,25,200
"907373444553d8ee3bfe8778cd19ad2b","the-jar-group",0,6100000,6100000,,"Assists companies with understanding online behavior to increase traffic, sales, and revenue via a suite of online marketing services including search engine optimization, paid search, digital advertising, market research, affiliate program management, CR",6,33.33,200
"907373444553d8ee3bfe8778cdac0cfa","unitedlex",0,71000000,71000000,,"Provides litigation services, including e-discovery and document review, contract review and management, intellectual property, legal research, and immigration and law firm support. With more than 750 professionals in nine global offices and two data cent",1,200,200
"5fae06029bbe793553b81c6acab1724e","atlantic-metro-communications",0,12800000,12800000,,"Utilizes a cloud computing technology platform and nationwide network to offer a comprehensive suite of customizable managed services.",1,100,100
"fb79c1faa23e6537889b8b58ca3c1bda","boxtone",11500000,19900000,8400000,1.73,"Sells software designed to manage, monitor, and support mobile applications for BlackBerry, iPhone, iPad, Android, and Windows Mobile devices. Its clients include managed service providers, large companies, and government agencies.",3,33.33,100
"4b9962595d7ff850d591b39c0074da3d","enspire-learning",0,4200000,4200000,,"Enspire Learning develops e-learning courses in sales and leadership for large companies.",1,100,100
"bb00443be334273f59d3ef19d1a0a9a1","healthfusion",2092196,3700000,1607804,1.77,"Internet-based company providing medical-claims processing services.",2,50,100
"597e595b22c7371d2769eb1fa0496753","invitation-consultants",0,6400000,6400000,,"Invitation Consultants sells personalized invitations, announcements, stationery, holiday cards, gifts, and party favors.",4,25,100
"597e595b22c7371d2769eb1fa0a0de49","keylimetie",0,4500000,4500000,,"A website and mobile design and development and digital strategy agency that helps clients communicate more effectively and closely with their customers through interactive marketing channels. It provides content management, e-commerce, and custom applica",1,100,100
"597e595b22c7371d2769eb1fa0d2561a","lawcrossing",0,4300000,4300000,,"Manages an online job board for the legal industry.",2,50,100
"597e595b22c7371d2769eb1fa0d662b4","leadnomics",0,17100000,17100000,,"Generates millions of new leads every year for financial institutions and insurance companies across the U.S. and the U.K. It specializes in finding the right customers for its clients by running highly targeted campaigns across a variety of online channe",2,50,100
"83097a0e1641e8eda5b5ac717e221623","m5-networks-3",0,8500000,8500000,,"Hosts a comprehensive VoIP phone service for mid-sized businesses including conferencing services, voicemail, recording services and easy accessibility to cloud computing business management systems",6,16.67,100
"83097a0e1641e8eda5b5ac717e6021a1","medsynergies",25000000,92100000,67100000,3.68,"Partners with health care organizations and physicians to align their operations by providing revenue cycle management, practice management, consulting services, business process analysis and software integration services.",1,100,100
"83097a0e1641e8eda5b5ac717ec27790","mspot",2330000,14500000,12170000,6.22,"mSpot operates a service, provided through 10 wireless carriers, that allows consumers to access music, custom ringtones, live radio, and videos from major music labels, movie studios, and top brands on their mobile phones.",1,100,100
"e054627bc6b1f1d8cb812cce420aaaa0","netwrix",0,4500000,4500000,,"Makes specialty software for IT infrastructure change auditing, which allows detailed tracking of who made what changes in the system. The software helps to control unauthorized changes, prevent costly security breaches, and sustain compliance.",2,50,100
"08ea75d0b39da8eeca1e9129c7de1f0b","tangoe",24200000,208600000,184400000,8.62,"Provides software and technology-enabled services to help global organizations manage, understand, and control their fixed and mobile communications assets and costs.",2,50,100
"08ea75d0b39da8eeca1e9129c7f6dde8","teknicks",0,4500000,4500000,,"Creates and manages Internet marketing strategies for well-known brands such as MTV and Reader's Digest, with a focus on search engine marketing.",1,100,100
"907373444553d8ee3bfe8778cd3930ac","three-pillar-global",10520000,33900000,23380000,3.22,"Builds software products for businesses. We do this through our disciplined approach to innovation and our expertise in disruptive technologies such as mobile and big data.",5,20,100
"907373444553d8ee3bfe8778cd7ea6c4","trumpia",0,3700000,3700000,,"Makes an all-in-one multichannel marketing software that enables campaigns on mobile, e-mail, voice, IM, and social media platforms. Customers include Jiffy Lube and Columbia University.",1,100,100
"5fae06029bbe793553b81c6aca7634c7","animax-entertainment",0,5700000,5700000,,"Animax Entertainment is a digital agency that produces multiplatform original and branded entertainment. Pioneering the realm of transmedia and creative technology, Animax produces animated and live-action video for TV and online, games, virtual worlds an",4,0,0
"5fae06029bbe793553b81c6aca9dd22d","arteris",25300000,14500000,-10800000,0.57,"Provides network-on-chip (NoC) interconnect semiconductor intellectual property to improve performance, power consumption, and die size of system-on-chip (SoC) devices for consumer electronics, mobile, automotive, and other applications.",2,0,0
"5fae06029bbe793553b81c6acaa40114","ascentium",0,260700000,260700000,,"Ascentium is a digital advertising company with expertise in brand strategy, Web design and development, customer relationship management (CRM), and business intelligence. Customers include Dell, T-Mobile, and Random House",2,0,0
"5fae06029bbe793553b81c6acaab2385","astaro",12900000,54800000,41900000,4.25,"Astaroâ€™s software solutions help companies protect their networks from data theft, viruses, spyware and spam.",2,0,0
"fb79c1faa23e6537889b8b58ca174591","blackline",0,14300000,14300000,,"Provides quick-to-implement, scalable and easy-to-use applications that automate the entire financial close process to help improve financial controls for companies of all sizes and across all industries. BlackLine software applications complement existin",2,0,0
"fb79c1faa23e6537889b8b58ca3a9aae","boundless-network",9000000,31000000,22000000,3.44,"Provides branded promotional products and services, including technology to manage promotional spending. GroupBuy is a Web-based application that allows multiple buyers in various locations to purchase a product as a buying group, allowing for bulk discou",1,0,0
"fb79c1faa23e6537889b8b58ca4ec5fc","broadsoft",10000000,159900000,149900000,15.99,"BroadSoft develops VoIP application software that enables the delivery of hosted telephony and multimedia services to eight of the top 10 and 14 of the top 25 largest carriers worldwide.",1,0,0
"4b9962595d7ff850d591b39c000417b5","discoverorg",0,8300000,8300000,,"Operates and maintains an up-to-the-minute database of contact information culled from the IT departments of corporations, educational institutions, and government organizations. The information is used as sales and marketing prospects by technology vendo",1,0,0
"4b9962595d7ff850d591b39c001bc140","dow-networks",0,9100000,9100000,,"Provides international call centers, hotels, and other businesses with VoIP networks and equipment.",1,0,0
"4b9962595d7ff850d591b39c0025aeba","drupal-connect",0,3500000,3500000,,"Offers Drupal development, training, and staffing services to more than 100 clients across North America and Europe, including Sony Music and NYSE.",2,0,0
"4b9962595d7ff850d591b39c002aae7c","duo-consulting",0,4700000,4700000,,"Duo Consulting provides Web development and design services including content management, search engine optimization, and Web site usability.",2,0,0
"4b9962595d7ff850d591b39c00358a07","eagleview-technologies",0,35400000,35400000,,"The inventor of patented software that produces very detailed and accurate 3D aerial roof measurement reports for the construction and insurance markets. The reports are used to calculate solar exposure, to get exact measurements for reroofing jobs, and t",3,0,0
"4b9962595d7ff850d591b39c0042aa3c","ecoast-sales-solutions",0,26300000,26300000,,"eCoast Sales Solution provides outsourced sales and marketing services for technology companies.",1,0,0
"bb00443be334273f59d3ef19d1011913","frayman-group",0,6000000,6000000,,"Provides enterprise risk management software for law firms to help them automate business processes, mitigate risk, manage compliance, and improve competitiveness.",2,0,0
"bb00443be334273f59d3ef19d1315749","geneca",0,38100000,38100000,,"Designs customized software for data analysis, customer relationship management, and automated business processes.",3,0,0
"83097a0e1641e8eda5b5ac717e047f44","local-splash",0,11600000,11600000,,"Helps clients get high rankings on local search sites like Google, Yahoo!, Merchant Circle, Yelp, and many others. Its proprietary search engine marketing technology especially benefits businesses that target customers by geographic area. Clients range fr",2,0,0
"83097a0e1641e8eda5b5ac717e49a871","mavenir-systems",104600000,52700000,-51900000,0.5,"Offers mobile infrastructure services to operators that provide LTE and mobile cloud services. Its IP-based core network services migrate voice and messaging to LTE.",1,0,0
"83097a0e1641e8eda5b5ac717e7318e5","metova",0,6400000,6400000,,"Develops smartphone applications for customers such as Barnes & Noble and eHarmony.",1,0,0
"83097a0e1641e8eda5b5ac717ea24ec0","mocospace",10500000,27800000,17300000,2.65,"Offers mobile Internet entertainment applications to more than 25 million registered users.",23,0,0
"83097a0e1641e8eda5b5ac717e622070","myyearbook",17100000,24000000,6900000,1.4,"A social network for meeting new people, dating, games, virtual goods, and social applications. myYearbook started in a single high school in 2005 and has grown to more than 25 million members worldwide.",2,0,0
"08ea75d0b39da8eeca1e9129c7827929","spring-wireless",78000000,57100000,-20900000,0.73,"Processes transactions for enterprises worldwide, including leading companies like Coca-Cola, Kellogg’s, L’Oréal, P&G, PepsiCo, Unilever, and Citibank. Its mSeries platform enables business to improve mobile workforce effectiveness, exchange real-time dat",2,0,0
"08ea75d0b39da8eeca1e9129c7aa97ad","studypoint",0,3200000,3200000,,"Provides one-to-one in-home private test prep and tutoring for students in grades K-12. Its nationwide offices have assisted over 15,000 students since its inception.",1,0,0
"08ea75d0b39da8eeca1e9129c7ae1e7e","substantial",0,3400000,3400000,,"Builds Web, mobile, and embedded applications for clients that include Kanye West and Citibank.",11,0,0
"907373444553d8ee3bfe8778cd62c5c5","traffiq",18000000,14800000,-3200000,0.82,"Facilitates the buying and selling of display media, yielding maximum return on investment for advertisers, ad agencies, and publishers using it's web-based platform.",1,0,0
"40effe5288e80a75577c6fc0580468eb","volusion",0,46900000,46900000,,"Volusion develops shopping cart software that allows customers to build and manage their own online store or e-commerce capability. Customers can choose from a variety of design templates, or have Volusion create one for them.",68,0,0
"fb79c1faa23e6537889b8b58ca48dab3","brightbox",0,6800000,6800000,,"Provides brand marketing to nearly every industry, from start-ups to corporations. It offers strategic marketing, PR, Web design and development, 3D animation and illustration, video and motion graphics, print design and production, and event management.",8,-12.5,-100
"4b9962595d7ff850d591b39c001e3817","drakontas",0,3300000,3300000,,"Drakontas provides software, technology consulting, and training programs to federal, state, and local governments, serving defense, law enforcement, criminal justice, and transportation agencies. It company specializes in the development, trial, and eval",1,-100,-100
"597e595b22c7371d2769eb1fa0cfcdc8","latisys",0,195400000,195400000,,"Provides IT managed services, data center colocation, managed hosting and virtualization, and enterprise cloud services.",3,-33.33,-100
"83097a0e1641e8eda5b5ac717e0ba7c0","logixml",18000000,4400000,-13600000,0.24,"Manufactures business intelligence software that helps clients turn data into business critical information.",24,-4.17,-100
"83097a0e1641e8eda5b5ac717e5fce1d","medseek",0,161500000,161500000,,"Provides software to help health care organizations attract potential patients, engage patients and their families, coordinate care, and improve operational efficiency.",1,-100,-100
"08ea75d0b39da8eeca1e9129c7bad5d2","surepayroll",0,27100000,27100000,,"Payroll outsourcing, tax filing and payment services.",51,-1.96,-100
"907373444553d8ee3bfe8778cde368e9","vibrantmedia",27000000,155800000,128800000,5.77,"A global IT services firm specializing exclusively in Oracle Technologies, helping customers envision, plan, implement, and support Oracle-based application, database, and middleware systems across a variety of industries. Its expertise with Oracle techno",2,-50,-100
"907373444553d8ee3bfe8778cdf4baf4","visibletechnologies",80500000,16400000,-64100000,0.2,"Visible Technologies' software helps clients such as Microsoft, Autodesk, and Xerox monitor, analyze, and participate in social media conversations, as well as protect their executive and corporate brands online.",1,-100,-100
"bb00443be334273f59d3ef19d1c4f37d","hosting-com",2000000,118200000,116200000,59.1,"Provides IT infrastructure services, geographically dispersed data centers and cloud computing sites, and networking and connectivity technologies to ensure IT availability, security, and responsiveness for its clients",3,-66.67,-200
"83097a0e1641e8eda5b5ac717ea34235","model-metrics",2500000,23500000,21000000,9.4,"Model Metrics specializes in cloud computing services and is a Salesforce.com partner, Amazon Web Services charter partner, and a Google Enterprise Reseller. Its customer base spans all industries and includes enterprises such as Cars.com, Honeywell, Mast",5,-40,-200
"83097a0e1641e8eda5b5ac717ebdc031","mozes",17300000,3800000,-13500000,0.22,"A mobile engagement company focused on connecting companies to their audiences using the mobile phone, particularly at live events. Using Mozes Connect, marketers can create, manage, promote, and analyze mobile marketing campaigns that not only make event",2,-100,-200
"e054627bc6b1f1d8cb812cce427594c2","orangesoda",7500000,44000000,36500000,5.87,"Uses a combination of search technology and industry and consumer behavior expertise to offer online marketing services to local businesses.",5,-40,-200
"5fae06029bbe793553b81c6aca419322","agosto",0,9000000,9000000,,"Agosto provides managed services, technology resources, software development, and strategy services to small and midsize businesses.",4,-75,-300
"4b9962595d7ff850d591b39c0054ed45","berkeley-bionics",0,4000000,4000000,,"Designs wearable, artificially intelligent bionic exoskeletons that help paralyzed people walk again. The robotic devices are tethered to the user, powered, and provide a natural human gait. Its eLEGS device was named by Time Magazine as one of the 50 bes",30,-10,-300
"597e595b22c7371d2769eb1fa0d36d1e","layered-technologies",58000000,30700000,-27300000,,"A global IT company, Layered Technologies specializes in managed dedicated hosting, on-demand grid/virtualization computing, and Web services.",2,-200,-400
"83097a0e1641e8eda5b5ac717e4025a8","marlabs-inc",0,212300000,212300000,,"Assists companies with software and BPO services to improve operational efficiency and help customers gain a competitive advantage",7,-57.14,-400
"4b9962595d7ff850d591b39c009b3a6b","evolve-ip",24300000,17200000,-7100000,0.71,"Helps businesses of all sizes save money and improve efficiency by moving their applications, infrastructure, and security services to the cloud. Evolve IP's suite of cloud services includes business applications, such as unified communications, hosted ca",15,-33.33,-500
"08ea75d0b39da8eeca1e9129c76940b8","southwest-windpower",10000000,10100000,100000,1.01,"Designs and distributes small wind turbines.",5,-100,-500
"fb79c1faa23e6537889b8b58ca5504a6","buddytv",9050000,2600000,-6450000,0.29,"A TV and entertainment website that provides recaps, photos, games, and information about shows like Glee, American Idol, and The Bachelorette. Its mobile apps help viewers quickly find what they want to watch, with a preferred channel guide based on thei",423,-1.42,-600
"907373444553d8ee3bfe8778cdf3ae9f","virtustream",50410000,25700000,-24710000,0.51,"Specializes in implementing virtualization and cloud computing for clients that include Becton Dickinson, Blue Cross Blue Shield, and the National Institutes of Health.",59,-55.93,-3300
"4b9962595d7ff850d591b39c00872719","eset",0,208000000,208000000,,"Develops software that detects and guards against security threats, including spyware, viruses, and spam.",110,-30.91,-3400
"fb79c1faa23e6537889b8b58ca5d6650","business-insider",13600000,7700000,-5900000,,"A business news website that publishes continuous real-time news, analysis, and original commentary. Business Insider was founded by Henry Blodget, the financial journalist and former Wall Street analyst, and two former executives of DoubleClick.",895,-6.03,-5400
